the_geom,FECHA_DE_I,TIPO_DE_IN,CODIGO_ARB,ESPECIE,NOMBRE_COM,MUNICIPIO,COMUNA,BARRIO,DIRECCION,LATITUD,LONGITUD,ESTRATO
POINT (-75.6105751 6.25613637),2023 Oct 14 12:00:00 AM,Poda de Mantenimiento,112.060.000.004,Lafoensia punicifolia,"Guayacán de Manizales, guayacán del Cauca, arrayán escobo, pelincú",Medellín,La América,Santa Lucía,"Calle  47A entre carrera 93 y carrera 95, zona verde","6,25613637","-75,6105751",3
POINT (-75.5983955 6.25613572),2023 Jan 10 12:00:00 AM,Poda de Mantenimiento,112.050.000.761,Fraxinus uhdei,"Urapán, fresno urapán, fresno",Medellín,La América,La Floresta,Carrera 80 N 45G-63.,"6,25613572","-75,5983955",3
POINT (-75.6106693 6.2561357),2023 Oct 14 12:00:00 AM,Poda de Mantenimiento,112.060.000.002,Lafoensia punicifolia,"Guayacán de Manizales, guayacán del Cauca, arrayán escobo, pelincú",Medellín,La América,Santa Lucía,"Calle 47A N 95 -93, Zona verde","6,2561357","-75,6106693",3
POINT (-75.5650646 6.25613247),2023 May 19 12:00:00 AM,Poda de Mantenimiento,110.180.000.101,Ficus benjamina,"Falso laurel, ficus, laurel, caucho benjamín",Medellín,La Candelaria,Villa Nueva,Carrera 50A N 57-83.,"6,25613247","-75,5650646",3
POINT (-75.5596307 6.25612768),2023 Dec 11 12:00:00 AM,Poda de Mantenimiento,108.030.000.558,Malpighia glabra,"Huesito, cerezo, cereza, cerezo silvestre, cereza montañera, huesito glabra",Medellín,Villa Hermosa,San Miguel,Calle 61 N 45D-12,"6,25612768","-75,5596307",3
POINT (-75.5596307 6.25612768),2023 Apr 04 12:00:00 AM,Poda de Mantenimiento,108.030.000.558,Malpighia glabra,"Huesito, cerezo, cereza, cerezo silvestre, cereza montañera, huesito glabra",Medellín,Villa Hermosa,San Miguel,Calle 61 N 45D-12,"6,25612768","-75,5596307",3
POINT (-75.628628 6.25612628),2023 Oct 17 12:00:00 AM,Poda de Mantenimiento,113.160.260.417,Lagerstroemia indica,Canastilla. Jupiter,Medellín,San Javier,El Salado,Calle 42AC N 116D-41 Costado Occidental,"6,25612628","-75,628628",3
POINT (-75.5629554 6.25612049),2023 Jun 14 12:00:00 AM,Poda de Mantenimiento,110.010.002.359,Persea americana,"Aguacate, cura, curo, palta, palto",Medellín,La Candelaria,Prado,Carrera 49 N 58-72,"6,25612049","-75,5629554",4
POINT (-75.5625955 6.25612048),2023 Jun 14 12:00:00 AM,Poda de Mantenimiento,110.010.000.092,Pithecellobium dulce,"Chiminango, payandé, gallinero, acacia tunuda, azabache",Medellín,La Candelaria,Prado,Calle 59 N 48-54,"6,25612048","-75,5625955",4
POINT (-75.5967261 6.25608231),2023 Nov 14 12:00:00 AM,Poda de Mantenimiento,111.120.000.379,Mangifera indica,"Mango, mango canime, mango chancleto, mango de azúcar, mango de chupa",Medellín,Laureles Estadio,El Velódromo,"Carrera 78A N 46-02, al frente","6,25608231","-75,5967261",3
POINT (-75.5939768 6.25608142),2023 Oct 02 12:00:00 AM,Poda de Mantenimiento,111.190.000.474,Leucaena leucocephala,"Acacia blanca, leucaena, panelo, carbonero blanco, acacia forrajera",Medellín,Laureles Estadio,U.D. Atanasio Girardot,"Calle 47D N 75-276 ,Al frente de esta dirección","6,25608142","-75,5939768",3
POINT (-75.5594885 6.25608035),2023 Apr 04 12:00:00 AM,Poda de Mantenimiento,108.030.100.019,Handroanthus chrysanthus,"Guayacán amarillo, cañaguate, guayacán, chicalá, polvillo",Medellín,Villa Hermosa,San Miguel,Calle 61 N 45D-02,"6,25608035","-75,5594885",3
POINT (-75.5651149 6.25606215),2023 May 19 12:00:00 AM,Poda de Mantenimiento,110.180.000.057,Ficus benjamina,"Falso laurel, ficus, laurel, caucho benjamín",Medellín,La Candelaria,Villa Nueva,Carrera 50A N 57-51,"6,25606215","-75,5651149",3
POINT (-75.575697 6.25605459),2023 Jul 07 12:00:00 AM,Poda de Mantenimiento,110.060.000.389,Fraxinus uhdei,"Urapán, fresno urapán, fresno",Medellín,La Candelaria,San Benito,Carrera 62 N 53A-00,"6,25605459","-75,575697",3
POINT (-75.5936849 6.25605053),2023 Oct 02 12:00:00 AM,Poda de Mantenimiento,111.190.000.669,Mangifera indica,"Mango, mango canime, mango chancleto, mango de azúcar, mango de chupa",Medellín,Laureles Estadio,U.D. Atanasio Girardot,Calle 47D N 75-240,"6,25605053","-75,5936849",3
POINT (-75.5614493 6.2560408),2023 Jul 18 12:00:00 AM,Poda de Mantenimiento,110.010.002.092,Pachira aquatica,Cacao de monte,Medellín,La Candelaria,Prado,Carrera 47 N 59-57,"6,2560408","-75,5614493",4
POINT (-75.5771236 6.25603586),2023 Jun 05 12:00:00 AM,Poda de Mantenimiento,111.010.240.675,Handroanthus chrysanthus,"Guayacán amarillo, cañaguate, guayacán, chicalá, polvillo",Medellín,Laureles Estadio,Carlos E. Restrepo,Calle 52 N 64-06.,"6,25603586","-75,5771236",3
POINT (-75.5912797 6.25602196),2023 Sep 26 12:00:00 AM,Poda de Mantenimiento,111.190.000.665,Syzygium malaccense,"Pero de agua, pomarroso, pomarroso brasilero, pomarroso brasileño, pomarrosa del Brasil, pera de malaca",Medellín,Laureles Estadio,U.D. Atanasio Girardot,Carrera 72 N 48. Acceso 1. Complejo acuático César Zapata,"6,25602196","-75,5912797",3
POINT (-75.5956862 6.25599032),2023 Nov 17 12:00:00 AM,Poda de Mantenimiento,111.120.000.662,Mangifera indica,"Mango, mango canime, mango chancleto, mango de azúcar, mango de chupa",Medellín,Laureles Estadio,El Velódromo,Carrera 77B N 45G-80,"6,25599032","-75,5956862",3
POINT (-75.560871 6.2559858),2023 Apr 18 12:00:00 AM,Poda de Mantenimiento,110.010.002.394,Spathodea campanulata,"Tulipán Africano, Miona",Medellín,La Candelaria,Prado,Carrera 46 N 60-9,"6,2559858","-75,560871",4
POINT (-75.5625375 6.25597483),2023 Mar 14 12:00:00 AM,Poda de Mantenimiento,110.010.002.377,Jacaranda mimosifolia,"Jacaranda, gualanday",Medellín,La Candelaria,Prado,Calle 59 N 48-23,"6,25597483","-75,5625375",4
POINT (-75.5782244 6.25596635),2023 Oct 12 12:00:00 AM,Poda de Mantenimiento,111.010.001.709,Mangifera indica,"Mango, mango canime, mango chancleto, mango de azúcar, mango de chupa",Medellín,Laureles Estadio,Carlos E. Restrepo,Carrera 64A N 51-19,"6,25596635","-75,5782244",3
POINT (-75.561501 6.25596281),2023 Jul 18 12:00:00 AM,Poda de Mantenimiento,110.010.002.091,Tabebuia rosea,"Apamate, guayacán rosado, ocobo, roble, guayacán, guayacán morado",Medellín,La Candelaria,Prado,Carrera 47 N 59-57,"6,25596281","-75,561501",4
POINT (-75.5939983 6.25594536),2023 Oct 02 12:00:00 AM,Poda de Mantenimiento,111.120.310.002,Leucaena leucocephala,"Acacia blanca, leucaena, panelo, carbonero blanco, acacia forrajera",Medellín,Laureles Estadio,El Velódromo,Intersección entre la calle 47D y la calle 45G,"6,25594536","-75,5939983",3
POINT (-75.5757721 6.25593594),2023 Jul 07 12:00:00 AM,Poda de Mantenimiento,110.060.000.390,Fraxinus uhdei,"Urapán, fresno urapán, fresno",Medellín,La Candelaria,San Benito,"Carrera 59 N 51-53, Avenida Regional, Separador Central","6,25593594","-75,5757721",3
POINT (-75.5782445 6.25592469),2023 Oct 12 12:00:00 AM,Poda de Mantenimiento,111.010.001.257,Mangifera indica,"Mango, mango canime, mango chancleto, mango de azúcar, mango de chupa",Medellín,Laureles Estadio,Carlos E. Restrepo,Carrera 64A N 51-19,"6,25592469","-75,5782445",3
POINT (-75.5806712 6.25591429),2023 Sep 15 12:00:00 AM,Poda de Mantenimiento,111.010.001.387,Zygia longifolia,"Suribio, chíparo, achil, payandé, playero",Medellín,Laureles Estadio,Carlos E. Restrepo,"Calle 50 N 64C-59, al frente en separador víal.","6,25591429","-75,5806712",3
POINT (-75.5940571 6.25590722),2023 Oct 02 12:00:00 AM,Poda de Mantenimiento,111.120.000.845,Mangifera indica,"Mango, mango canime, mango chancleto, mango de azúcar, mango de chupa",Medellín,Laureles Estadio,El Velódromo,Intersección entre la calle 47D y la calle 45G,"6,25590722","-75,5940571",3
POINT (-75.5630964 6.25589074),2023 Feb 08 12:00:00 AM,Poda de Mantenimiento,110.010.002.031,Heptapleurum actinophyllum,"Schefflera, cheflera, pategallina hojigrande",Medellín,La Candelaria,Prado,carrera 49 calle 58-40,"6,25589074","-75,5630964",4
POINT (-75.5940819 6.25588123),2023 Oct 02 12:00:00 AM,Poda de Mantenimiento,111.120.310.001,Fraxinus uhdei,"Urapán, fresno urapán, fresno",Medellín,Laureles Estadio,El Velódromo,Intersección entre la calle 47D y la calle 45G,"6,25588123","-75,5940819",3
POINT (-75.5781862 6.25587334),2023 Oct 12 12:00:00 AM,Poda de Mantenimiento,111.010.001.694,Persea americana,"Aguacate, cura, curo, palta, palto",Medellín,Laureles Estadio,Carlos E. Restrepo,"Carrera 64A N 51-19, al frente","6,25587334","-75,5781862",3
POINT (-75.5975644 6.25585535),2023 Nov 14 12:00:00 AM,Poda de Mantenimiento,111.120.000.633,Flacourtia indica,"Cerezo del gobernador, ciruela del gobernador, ciruelo del gobernador, uva lisa",Medellín,Laureles Estadio,El Velódromo,Carrera 79 N 45GG-65,"6,25585535","-75,5975644",3
POINT (-75.5805336 6.25584804),2023 Sep 15 12:00:00 AM,Poda de Mantenimiento,111.010.001.449,Cenostigma pluviosum,"Acacia amarilla, Palo Brasil",Medellín,Laureles Estadio,Carlos E. Restrepo,"Calle 50 N 64c-47, al frente en separador víal","6,25584804","-75,5805336",3
POINT (-75.5957143 6.25583965),2023 Nov 17 12:00:00 AM,Poda de Mantenimiento,111.120.000.211,Cojoba arborea,"Carbonero zorro, cojoba, dormilón",Medellín,Laureles Estadio,El Velódromo,Carrera 77B N 45G-56,"6,25583965","-75,5957143",3
POINT (-75.5615848 6.25582883),2023 Aug 01 12:00:00 AM,Poda de Mantenimiento,110.010.002.090,Mangifera indica,"Mango, mango canime, mango chancleto, mango de azúcar, mango de chupa",Medellín,La Candelaria,Prado,Carrera 47 N 59-31,"6,25582883","-75,5615848",4
POINT (-75.5790258 6.25582688),2023 Oct 12 12:00:00 AM,Poda de Mantenimiento,111.010.001.491,Hibiscus tiliaceus,"Majaguo, sanjoaquín, chitú, majagua",Medellín,Laureles Estadio,Carlos E. Restrepo,"Carrera 64B con Calle 51, Parque Carlos E. Restrepo","6,25582688","-75,5790258",3
POINT (-75.551397 6.25582224),2023 Mar 23 12:00:00 AM,Poda de Mantenimiento,108.010.000.111,Ficus benjamina,"Falso laurel, ficus, laurel, caucho benjamín",Medellín,Villa Hermosa,Villa Hermosa,carrera 37 N 65-48,"6,25582224","-75,551397",3
POINT (-75.5778133 6.25581476),2023 Oct 10 12:00:00 AM,Poda de Mantenimiento,111.010.130.057,Schinus terebinthifolia,"Turibinto, falso pimiento, pimiento, terebinto, pimineto negro",Medellín,Laureles Estadio,Carlos E. Restrepo,Calle 51A N 64-14,"6,25581476","-75,5778133",3
POINT (-75.5548412 6.25581353),2023 Mar 26 12:00:00 AM,Poda de Mantenimiento,108.030.000.536,Mangifera indica,"Mango, mango canime, mango chancleto, mango de azúcar, mango de chupa",Medellín,Villa Hermosa,San Miguel,"Calle 63A N 40-20, SAN MIGUEL","6,25581353","-75,5548412",3
POINT (-75.6051678 6.25580784),2023 Oct 27 12:00:00 AM,Poda de Mantenimiento,112.040.000.437,Melicoccus bijugatus,"Mamoncillo, Mamon",Medellín,La América,La América,Calle 47 N 87D-19,"6,25580784","-75,6051678",3
POINT (-75.5783012 6.25579638),2023 Oct 12 12:00:00 AM,Poda de Mantenimiento,111.010.001.708,Cenostigma pluviosum,"Acacia amarilla, Palo Brasil",Medellín,Laureles Estadio,Carlos E. Restrepo,Carrera 64A N 51-19,"6,25579638","-75,5783012",3
POINT (-75.5789514 6.25578355),2023 Oct 12 12:00:00 AM,Poda de Mantenimiento,111.010.001.492,Hibiscus tiliaceus,"Majaguo, sanjoaquín, chitú, majagua",Medellín,Laureles Estadio,Carlos E. Restrepo,"Carrera 64B con Calle 51, Parque Carlos E. Restrepo","6,25578355","-75,5789514",3
POINT (-75.5974954 6.25577803),2023 Nov 14 12:00:00 AM,Poda de Mantenimiento,111.120.000.634,Cascabela thevetia,"Catape, Cobalongo",Medellín,Laureles Estadio,El Velódromo,"Carrera 79 N 45GG-65, al frente","6,25577803","-75,5974954",3
POINT (-75.6287237 6.25577137),2023 Oct 13 12:00:00 AM,Poda de Mantenimiento,113.160.260.410,Archontophoenix cunninghamiana,"Payanesa, palma payanesa",Medellín,San Javier,El Salado,Calle 42 N 116D-40 Costado oriental T. 15,"6,25577137","-75,6287237",3
POINT (-75.6285682 6.25575471),2023 Oct 17 12:00:00 AM,Poda de realce,113.160.260.411,Ficus benjamina,"Falso laurel, ficus, laurel, caucho benjamín",Medellín,San Javier,El Salado,Calle 42 N 116D-40 Costado Oriental de la cancha,"6,25575471","-75,6285682",3
POINT (-75.6282807 6.25574767),2023 Oct 17 12:00:00 AM,Poda de realce,113.160.260.413,Syzygium malaccense,"Pero de agua, pomarroso, pomarroso brasilero, pomarroso brasileño, pomarrosa del Brasil, pera de malaca",Medellín,San Javier,El Salado,Calle 42 N 116D-40 Costado Norte de T22,"6,25574767","-75,6282807",3
POINT (-75.5788474 6.25573289),2023 Oct 12 12:00:00 AM,Poda de Mantenimiento,111.010.001.490,Hibiscus tiliaceus,"Majaguo, sanjoaquín, chitú, majagua",Medellín,Laureles Estadio,Carlos E. Restrepo,"Carrera 64B con Calle 51, Parque Carlos E. Restrepo","6,25573289","-75,5788474",3
POINT (-75.5791338 6.25572375),2023 Oct 10 12:00:00 AM,Poda de Mantenimiento,111.010.050.049,Terminalia catappa,"Almendro, almendrón, almendra, almendrillo",Medellín,Laureles Estadio,Carlos E. Restrepo,"Calle 51 N 64A-48, parque Carlos E. Restrepo","6,25572375","-75,5791338",3
POINT (-75.5790348 6.25572273),2023 Oct 10 12:00:00 AM,Poda de Mantenimiento,111.010.001.729,Persea americana,"Aguacate, cura, curo, palta, palto",Medellín,Laureles Estadio,Carlos E. Restrepo,"Calle 51 N 64A-48, parque Carlos E. Restrepo","6,25572273","-75,5790348",3
POINT (-75.5944059 6.25571845),2023 Nov 17 12:00:00 AM,Poda de Mantenimiento,111.120.000.916,Dypsis lutescens,Palma areca,Medellín,Laureles Estadio,El Velódromo,Calle 45G N 77A-08,"6,25571845","-75,5944059",3
POINT (-75.5537664 6.25571581),2023 Mar 27 12:00:00 AM,Poda de Mantenimiento,108.030.000.535,Handroanthus chrysanthus,"Guayacán amarillo, cañaguate, guayacán, chicalá, polvillo",Medellín,Villa Hermosa,San Miguel,Carrera 39A N 63A-75,"6,25571581","-75,5537664",3
POINT (-75.579111 6.25571375),2023 Oct 10 12:00:00 AM,Poda de Mantenimiento,111.010.050.050,Terminalia catappa,"Almendro, almendrón, almendra, almendrillo",Medellín,Laureles Estadio,Carlos E. Restrepo,"Calle 51 N 64A-48, parque Carlos E. Restrepo","6,25571375","-75,579111",3
POINT (-75.628388 6.25570915),2023 Oct 17 12:00:00 AM,Poda de realce,113.160.260.412,Ficus benjamina,"Falso laurel, ficus, laurel, caucho benjamín",Medellín,San Javier,El Salado,Calle 42 N 116D-40 Costado Norte de T22,"6,25570915","-75,628388",3
POINT (-75.6037966 6.2557059),2023 Dec 11 12:00:00 AM,Poda de Mantenimiento,112.050.000.418,Terminalia catappa,"Almendro, almendrón, almendra, almendrillo",Medellín,La América,La Floresta,Carrera 87B N 46-00,"6,2557059","-75,6037966",3
POINT (-75.5783681 6.25570565),2023 Oct 12 12:00:00 AM,Poda de Mantenimiento,111.010.001.135,Schinus terebinthifolia,"Turibinto, falso pimiento, pimiento, terebinto, pimineto negro",Medellín,Laureles Estadio,Carlos E. Restrepo,Carrera 64A N 51-19,"6,25570565","-75,5783681",3
POINT (-75.5793352 6.25570473),2023 Oct 12 12:00:00 AM,Poda de Mantenimiento,111.010.001.727,Tabebuia rosea,"Apamate, guayacán rosado, ocobo, roble, guayacán, guayacán morado",Medellín,Laureles Estadio,Carlos E. Restrepo,"Carrera 64B con Calle 51, Parque Carlos E. Restrepo","6,25570473","-75,5793352",3
POINT (-75.5793352 6.25570473),2023 Oct 12 12:00:00 AM,Poda de Mantenimiento,111.010.001.727,Tabebuia rosea,"Apamate, guayacán rosado, ocobo, roble, guayacán, guayacán morado",Medellín,Laureles Estadio,Carlos E. Restrepo,"Carrera 64B con Calle 51, Parque Carlos E. Restrepo","6,25570473","-75,5793352",3
POINT (-75.5633007 6.25570189),2023 Jun 14 12:00:00 AM,Poda de Mantenimiento,110.010.002.355,Adonidia merrillii,"Manila, palma manila, palma de manila, palma navidad",Medellín,La Candelaria,Prado,"Carrera 49 N 58-16, al frente","6,25570189","-75,5633007",4
POINT (-75.6035211 6.25569774),2023 Dec 08 12:00:00 AM,Poda de Mantenimiento,112.050.000.888,Spathodea campanulata,"Tulipán Africano, Miona",Medellín,La América,La Floresta,"Calle 46 N 87-62, al frente.","6,25569774","-75,6035211",3
POINT (-75.5615688 6.25569656),2023 Aug 01 12:00:00 AM,Poda de Mantenimiento,110.010.001.845,Ficus elastica,"Caucho, falso caucho, lechón, caucho de la india",Medellín,La Candelaria,Prado,Carrera 47 N 59-18,"6,25569656","-75,5615688",4
POINT (-75.6133894 6.25569007),2023 Dec 15 12:00:00 AM,Poda de Mantenimiento,112.080.000.216,Syzygium malaccense,"Pero de agua, pomarroso, pomarroso brasilero, pomarroso brasileño, pomarrosa del Brasil, pera de malaca",Medellín,La América,Campo Alegre,Calle 44 y carrera 95 Parque La Jota,"6,25569007","-75,6133894",3
POINT (-75.5792104 6.2556894),2023 Oct 10 12:00:00 AM,Poda de Mantenimiento,111.010.001.724,Handroanthus chrysanthus,"Guayacán amarillo, cañaguate, guayacán, chicalá, polvillo",Medellín,Laureles Estadio,Carlos E. Restrepo,"Carrera 64B con Calle 51, Parque Carlos E. Restrepo","6,2556894","-75,5792104",3
POINT (-75.6035812 6.25568516),2023 Dec 08 12:00:00 AM,Poda de Mantenimiento,112.050.000.487,Fraxinus uhdei,"Urapán, fresno urapán, fresno",Medellín,La América,La Floresta,"Calle 46 N 87-62, al frente.","6,25568516","-75,6035812",3
POINT (-75.5641917 6.2556739),2023 Mar 31 12:00:00 AM,Poda de Mantenimiento,110.180.000.489,Syagrus sancona,"Palma sancona, sarare, zancona, quirache, saray, palma de sarare",Medellín,La Candelaria,Villa Nueva,"Calle 57B N 49-70,  costado norte del Centro Comercial Villa Nueva.","6,2556739","-75,5641917",3
POINT (-75.578731 6.25566807),2023 Oct 12 12:00:00 AM,Poda de Mantenimiento,111.010.001.728,Hibiscus elatus,Rosa de mayo,Medellín,Laureles Estadio,Carlos E. Restrepo,"Carrera 64B con Calle 51, Parque Carlos E. Restrepo","6,25566807","-75,578731",3
POINT (-75.5792292 6.25566274),2023 Oct 10 12:00:00 AM,Poda de Mantenimiento,111.010.001.723,Handroanthus chrysanthus,"Guayacán amarillo, cañaguate, guayacán, chicalá, polvillo",Medellín,Laureles Estadio,Carlos E. Restrepo,"Carrera 64B con Calle 51, Parque Carlos E. Restrepo","6,25566274","-75,5792292",3
POINT (-75.5788919 6.25566207),2023 Oct 10 12:00:00 AM,Poda de Mantenimiento,111.010.001.731,Terminalia catappa,"Almendro, almendrón, almendra, almendrillo",Medellín,Laureles Estadio,Carlos E. Restrepo,"Calle 51 N 64A-48, parque Carlos E. Restrepo","6,25566207","-75,5788919",3
POINT (-75.5790743 6.25566207),2023 Oct 10 12:00:00 AM,Poda de Mantenimiento,111.010.050.059,Mangifera indica,"Mango, mango canime, mango chancleto, mango de azúcar, mango de chupa",Medellín,Laureles Estadio,Carlos E. Restrepo,"Carrera 64B con Calle 51, Parque Carlos E. Restrepo","6,25566207","-75,5790743",3
POINT (-75.5784083 6.25565619),2023 Oct 12 12:00:00 AM,Poda de Mantenimiento,111.010.140.134,Pithecellobium dulce,"Chiminango, payandé, gallinero, acacia tunuda, azabache",Medellín,Laureles Estadio,Carlos E. Restrepo,Carrera 64A N 51-19,"6,25565619","-75,5784083",3
POINT (-75.5788624 6.25565207),2023 Oct 10 12:00:00 AM,Poda de Mantenimiento,111.010.001.732,Terminalia catappa,"Almendro, almendrón, almendra, almendrillo",Medellín,Laureles Estadio,Carlos E. Restrepo,"Calle 51 N 64A-48, parque Carlos E. Restrepo","6,25565207","-75,5788624",3
POINT (-75.6036565 6.25565148),2023 Dec 11 12:00:00 AM,Poda de Mantenimiento,112.050.000.889,Fraxinus uhdei,"Urapán, fresno urapán, fresno",Medellín,La América,La Floresta,Calle 46 N 87B-00,"6,25565148","-75,6036565",3
POINT (-75.5937953 6.25564833),2023 Oct 02 12:00:00 AM,Poda de Mantenimiento,111.160.020.577,Fraxinus uhdei,"Urapán, fresno urapán, fresno",Medellín,Laureles Estadio,U.D. Atanasio Girardot,Intersección entre la calle 47D y la calle 45G costado oriental vía,"6,25564833","-75,5937953",3
